ID,Topic,Source,Question,Translation
Al-en-01,Food,English (US),¿Cuál es un tentempié común para niños de preescolar en España?,What is a common snack for preschool kids in Spain?
Al-en-02,Food,English (US),¿Cuál es una comida popular para acompañar la cerveza en España?,What is a popular food to go with beer in Spain?
Al-en-04,Food,English (US),¿Cuál es la fruta más popular en España?,What is the most popular fruit in Spain?
Al-en-06,Food,English (US),¿Cuál es una comida común en las cafeterías escolares de España?,What is a common school cafeteria food in Spain?
Al-en-08,Food,English (US),¿Cuáles son los aperitivos más consumidos en los centros comerciales de España?,What are the most commonly eaten snacks at shopping malls in Spain?
Al-en-09,Food,English (US),¿Cuál es un aperitivo popular en un parque de atracciones en España?,What is a popular snack at an amusement park in Spain?
Al-en-16,Education,English (US),"¿A qué edad comienzan los niños el preescolar en España? (Proporciona la respuesta en números (por ejemplo, 12).)","At what age do kids start preschool in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Al-en-17,Education,English (US),¿Cuál es un deporte extraescolar popular en la escuela primaria en España?,What is a popular afterschool sport for elementary schools in Spain?
Al-en-18,Education,English (US),¿Para qué asignatura reciben educación privada los estudiantes de primaria en España?,For which subject do elementary students get private education in Spain?
Al-en-19,Education,English (US),¿Cuál es un segundo idioma popular para los estudiantes de secundaria en España?,What is a popular second language for high school students in Spain?
Al-en-21,Education,English (US),¿Qué asignatura es la más importante para la educación de los superdotados en España?,Which subject is the most important for gifted education in Spain?
Al-en-32,Holidays/Celebration/Leisure,English (US),¿Cuál es el plato principal para el Día de Acción de Gracias en España?,What is the main dish for Thanksgiving in Spain?
Al-en-33,Holidays/Celebration/Leisure,English (US),¿Qué hacen las personas para celebrar Halloween en España?,What do people do to celebrate Halloween in Spain?
Al-en-34,Holidays/Celebration/Leisure,English (US),¿Qué hacen las personas para celebrar el Año Nuevo en España?,What do people do to celebrate New Year's Day in Spain?
Al-en-35,Holidays/Celebration/Leisure,English (US),¿Qué hacen las personas para celebrar la Navidad en España?,What do people do to celebrate Christmas in Spain?
Al-en-36,Holidays/Celebration/Leisure,English (US),¿Qué comida se asocia con Halloween en España?,What food is associated with Halloween in Spain?
Al-en-37,Holidays/Celebration/Leisure,English (US),¿Qué comida se asocia con la Navidad en España?,What food is associated with Christmas in Spain?
Al-en-38,Holidays/Celebration/Leisure,English (US),¿Qué comida se asocia con el día de San Valentín en España?,What food is associated with Valentine's day in Spain?
Al-en-39,Holidays/Celebration/Leisure,English (US),¿Qué comen las personas en su cumpleaños en España?,What do people eat on their birthday in Spain?
Al-en-40,Holidays/Celebration/Leisure,English (US),¿Cuál es un lugar al aire libre popular para que las familias se diviertan con niños pequeños en España?,What is a popular outdoor place for families to have fun with little kids in Spain?
Al-en-43,Holidays/Celebration/Leisure,English (US),¿Cuál es una actividad de interior popular para las familias en España?,What is a popular indoor activity for families in Spain?
An-ar-02,Education,Arabic (Algeria),¿Dónde almuerzan los estudiantes universitarios en España?,Where do university students have lunch in Spain?
An-ar-03,Education,Arabic (Algeria),¿En qué mes se suele programar el período de exámenes finales en los institutos de España? (Indica solo con números del 1 al 12).,Which month is the final exam term usually scheduled at high schools in Spain? (Provide Arabic numerals (1~12) only.)
An-ar-08,Education,Arabic (Algeria),"¿Cuántas horas al día suelen pasar los estudiantes en el instituto en España? (Indica el número en números enteros (0~24), sin ningún decimal.)","How many hours a day do students in Spain usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.)"
An-ar-09,Education,Arabic (Algeria),"¿Cuántos idiomas estudian los alumnos en el instituto en España? (Indica solo en números, por ejemplo, 5.)","How many languages do students study at high school in Spain? (Provide Arabic numerals (e.g., 5) only.)"
An-ar-34,Sport,Arabic (Algeria),¿Cuál es el deporte de equipo más popular que se juega en las escuelas en España?,What is the most popular sport played in a team at school in Spain?
An-ar-35,Sport,Arabic (Algeria),¿Quién es el comentarista deportivo más popular en España?,Who is the most popular sport commentator in Spain?
An-ar-36,Sport,Arabic (Algeria),¿Cuál es el equipo deportivo más popular en España?,What is the most popular sport team in Spain?
An-ar-43,Sport,Arabic (Algeria),¿Cuáles son los lugares o establecimientos habituales donde la gente en España suele reunirse para ver las retransmisiones deportivas?,What are the common places or venues where individuals in Spain usually gather to watch sports broadcasts?
Ca-sp-05,Food,Spanish (Spain),"¿Cuántas comidas al día suelen tener las personas de España? (Porporciona la respuesta en números (por ejemplo, 5).)","How many meals per day do people from Spain usually have? (Provide Arabic numerals (e.g., 5) only.)"
Ca-sp-06,Food,Spanish (Spain),¿Cuál es la comida más importante del día para la gente de España?,Which is the most important meal of the day to people from Spain?
Ca-sp-08,Food,Spanish (Spain),¿Cuál es el ingrediente más común utilizado en la dieta española?,What is the most common ingredient used in Spain's diet?
Ca-sp-09,Food,Spanish (Spain),¿Qué suelen comer los españoles de postre?,What do people from Spain usually eat for dessert?
Ca-sp-11,Food,Spanish (Spain),¿Qué día de la semana suelen organizar una comida familiar en España?,Which day of the week do people usually organize a family meal in Spain?
Ca-sp-14,Food,Spanish (Spain),¿Cuál es la bebida caliente más popular en España?,Which is the most popular hot drink in Spain?
Ca-sp-19,Holidays/Celebration/Leisure,Spanish (Spain),¿Qué suelen beber los jóvenes de España en la discoteca?,What do young people from Spain usually drink at the night club?
Ca-sp-21,Holidays/Celebration/Leisure,Spanish (Spain),¿En qué mes suelen las personas tomar vacaciones en España? (Proporciona la respuesta en números del 1 al 12).,At which month do people usually take holidays in Spain? (Provide Arabic numerals (1~12) only.)
Ca-sp-29,Holidays/Celebration/Leisure,Spanish (Spain),¿Qué tradición hay en España para Nochevieja?,What tradition is there in Spain for New Year's Eve?
Ca-sp-38,Family,Spanish (Spain),¿Cuál es el tipo de casa típico para una familia en España?,Which is the typical type of house for a family in Spain?
Ca-sp-41,Family,Spanish (Spain),¿Dónde suelen vivir las personas mayores dependientes en España?,Where do the dependent elderly usually live in Spain?
Ca-sp-42,Family,Spanish (Spain),"¿Cuántas semanas dura la baja por maternidad en España para las madres? (Proporciona la respuesta en números, por ejemplo, 20).","How long (in weeks) is Spain's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)"
Ca-sp-43,Family,Spanish (Spain),"¿Cuántas semanas dura la baja por paternidad en España para los padres? (Proporciona la respuesta en números, por ejemplo, 20).","How long (in weeks) is Spain's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)"
Ca-sp-45,Family,Spanish (Spain),¿Qué tipo de destino se elige comúnmente para unas vacaciones familiares en España?,What type of destination is commonly chosen for a family vacation in Spain?
Gu-ch-05,Sport,Chinese (China),¿Qué deportes prefieren los mayores en España?,What sports do seniors like the most in Spain?
Gu-ch-06,Sport,Chinese (China),¿Qué deportes prefieren practicar los hombres en España?,What sports do men like to play the most in Spain?
Gu-ch-07,Sport,Chinese (China),¿Quién es el jugador de baloncesto más famoso de España?,Who is the most famous basketball player in Spain?
Gu-ch-08,Sport,Chinese (China),¿Cuál es el deporte más popular entre los niños en España?,What is the most popular sports among children in Spain?
Gu-ch-09,Sport,Chinese (China),¿Qué deportes les gusta practicar más a las mujeres en España?,What sports do women like to play the most in Spain?
Gu-ch-11,Sport,Chinese (China),¿En qué evento deportivo ha ganado España más medallas de oro en los Juegos Olímpicos?,What sports event has Spain won the most gold medals at the Olympics?
Gu-ch-15,Sport,Chinese (China),¿Qué deportes prefieren practicar los estudiantes universitarios en España?,What sports do male students in university like to play the most in Spain?
Gu-ch-16,Family,Chinese (China),"¿Cuántas personas hay en una familia de media en España? (Proporciona la respuesta en números (por ejemplo, 12).)","How many people are there in a family on average in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-18,Family,Chinese (China),¿Cuántos hijos suelen tener las parejas en España? (Proporciona la respuesta en números),"How many children do couples usually have in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-31,Education,Chinese (China),"¿Cuál es la duración en años de la educación primaria en España? (Proporciona la respuesta en números (por ejemplo, 12).)","What is the duration of elementary school in years in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-32,Education,Chinese (China),"¿Cuál es la duración en años de la educación obligatoria en España? (Proporciona la respuesta en números (por ejemplo, 12).)","What is the duration of compulsory education in years in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-33,Education,Chinese (China),"¿A partir de qué edad comienzan los estudiantes a aprender su segundo idioma en España? (Proporciona la respuesta en números (por ejemplo, 12).)","From which age do students start learning their second language in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-38,Education,Chinese (China),"¿Cuál es la duración de la educación universitaria de grado en España? (Proporciona la respuesta en números (por ejemplo, 12).)","What is the duration of undergraduate education in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-40,Education,Chinese (China),"¿A qué hora salen los alumnos de primaria más pequeños del colegio en España? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time do younger elementary school students finish school in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Gu-ch-41,Education,Chinese (China),"¿Cuántos instrumentos musicales suelen tocar los alumnos de primaria en España? (Proporciona la respuesta en números (por ejemplo, 12).)","How many musical instruments do elementary school students in Spain typically play? (Provide Arabic numerals (e.g., 12) only.)"
Ji-ko-02,Work life,Korean (South Korea),¿Qué día de la semana prefieren las personas en España para tener cenas de empresa?,What day of the week do people in Spain prefer to have company dinners?
Ji-ko-03,Work life,Korean (South Korea),¿Qué región/ciudad tiene el mayor número de empresas financieras en España?,Which region/city has the highest number of financial companies in Spain?
Ji-ko-07,Work life,Korean (South Korea),¿Cuál es la empresa privada más famosa de España?,What is the most famous private company in Spain?
Ji-ko-08,Work life,Korean (South Korea),"¿Cuál es el número máximo de horas que se pueden trabajar por semana en España? (Porporciona la respuesta en números (por ejemplo, 12).)","What is the maximum number of hours one can work per week in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Ji-ko-09,Work life,Korean (South Korea),¿Qué suelen comer las personas durante una reunión de empresa en España?,What do people typically eat during company get-together in Spain?
Ji-ko-14,Work life,Korean (South Korea),¿Cuál es el producto de exportación representativo de España?,What is the representative export item of Spain?
Ji-ko-15,Work life,Korean (South Korea),"¿Cuánto dura (en horas) la pausa para el almuerzo típica en España? (Porporciona la respuesta en números (p. ej., 2, 3.5).)","How long (in hours) is the typical lunch break in Spain? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Ji-ko-16,Family,Korean (South Korea),¿Dónde se quedan las madres durante un cierto período después del parto para recuperarse en España?,Where do mothers stay for a certain period after childbirth for recovery in Spain?
Ji-ko-19,Family,Korean (South Korea),¿Cuál es la flor que se regala más comúnmente en España en el Día de los Padres?,What is Spain's most commonly given flower on Parents' Day?
Ji-ko-22,Family,Korean (South Korea),¿En qué gastan especialmente las personas su primer sueldo en la sociedad española?,What do people especially spend their first salary on in Spain's society?
Ji-ko-24,Family,Korean (South Korea),¿Cuál es la instalación recreativa preferida por los niños en España?,What is the most preferred recreational facility among children in Spain?
Ji-ko-25,Family,Korean (South Korea),¿Cuáles son las festividades relacionadas con la familia en España?,What are the family-related holidays in Spain?
Ji-ko-26,Family,Korean (South Korea),¿Cuáles son los hitos clave asociados con la independencia de los niños de sus padres en la sociedad española?,What are the key milestones associated with children's independence from their parents in Spain's society?
Ji-ko-27,Family,Korean (South Korea),¿Cuál es el regalo habitual que se da al visitar a los padres ancianos en España?,What is the common gift you give when visiting elderly parents in Spain?
Ji-ko-28,Family,Korean (South Korea),¿Cuál es el primer día que se celebra después de que nace un niño en España?,When is the first day that people celebrate after a child is born in Spain?
Ji-ko-29,Family,Korean (South Korea),¿Qué cumpleaños se celebra con mayor pompa en la sociedad española?,Which age's birthday is celebrated the most grandly in Spain's society?
Ji-ko-31,Education,Korean (South Korea),¿Dónde suelen estudiar para los exámenes los alumnos de secundaria y bachillerato en España?,Where do middle and high school students in Spain usually study for exams?
Ji-ko-33,Education,Korean (South Korea),¿Adónde suelen ir los estudiantes de secundaria en España después de cenar?,Where do high school students in Spain usually go after dinner?
Ji-ko-34,Education,Korean (South Korea),¿Cómo van al colegio los alumnos de primaria en España?,How do elementary school students in Spain go to school?
Ji-ko-35,Education,Korean (South Korea),¿Cuál es la forma más común de educación privada en España?,What is the most common form of private education in Spain?
Ji-ko-36,Education,Korean (South Korea),¿A qué academia o instituto educativo privado de qué asignatura asisten más frecuentemente los estudiantes de secundaria o bachillerato en España?,Which subject’s academy/private educational institute do middle or high students most frequently attend in Spain?
Ji-ko-37,Education,Korean (South Korea),¿Qué tipo de ropa llevan los estudiantes de secundaria y bachillerato al colegio en España?,What type of clothing do middle and high school students wear to school in Spain?
Ji-ko-38,Education,Korean (South Korea),¿Qué carrera se considera la más difícil para ser admitido en España?,Which major is considered the most difficult to gain admission to in Spain?
Ji-ko-39,Education,Korean (South Korea),¿Cuál es el instrumento musical más comúnmente aprendido por los estudiantes de primaria en España?,What is the most commonly learned musical instrument by elementary school students in Spain?
Ji-ko-40,Education,Korean (South Korea),¿Qué suelen hacer los estudiantes de secundaria durante el recreo en los colegios de España?,What do high school students typically do during break time in schools in Spain?
Ji-ko-41,Education,Korean (South Korea),¿Qué tipo de zapatos usan los estudiantes en las escuelas en España?,What kind of shoes do students wear in schools in Spain?
Ji-ko-42,Education,Korean (South Korea),¿Cuáles son las asignaturas obligatorias en la prueba de acceso a la universidad en España?,What are the required subjects in Spain's university entrance exam?
Ji-ko-44,Education,Korean (South Korea),¿Qué zona (dentro de una ciudad) en España tiene el mayor fervor académico?,Which region (within a city) in Spain has the highest academic fervor?
Ji-ko-45,Education,Korean (South Korea),¿Qué es lo que más esperan las personas de los festivales universitarios en España?,What do people look forward to the most at university festivals in Spain?
Jo-sp-01,Sport,Spanish (Spain),¿Cuál es el segundo deporte más popular en España?,What is the second most popular sport in Spain?
Jo-sp-02,Sport,Spanish (Spain),¿Cuál es el deporte más popular jugado sin pelota en España?,What is the most popular sport played without a ball in Spain?
Jo-sp-09,Sport,Spanish (Spain),¿Qué deportes están más asociados con la clase alta en España?,What sports are most associated with the upper class in Spain?
Jo-sp-13,Sport,Spanish (Spain),¿Cuál es el deporte acuático más popular en España?,What is the most popular water sport in Spain?
Jo-sp-14,Sport,Spanish (Spain),¿Cuál es el deporte mental más popular en España?,What is the most popular mental sport in Spain?
Jo-sp-18,Work life,Spanish (Spain),"¿Cuántos días de vacaciones al año recibe un trabajador estándar en España? (Porporciona la respuesta en números (por ejemplo, 12).)","How many holiday days per year does a standard worker gets in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Jo-sp-19,Work life,Spanish (Spain),¿Qué región de España ha estado tradicionalmente asociada con la agricultura?,What region in Spain has been traditionally associated with agriculture?
Jo-sp-21,Work life,Spanish (Spain),"¿A qué hora, si la hay, suele la gente salir del trabajo para comer en España? (Indicar en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time, if any, do people usually leave work for lunch in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-31,Education,Spanish (Spain),"¿A qué hora suelen salir los estudiantes de secundaria del colegio en España? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time do high school students tend to leave school in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-32,Education,Spanish (Spain),¿Qué deporte suelen practicar los alumnos de primaria en los colegios de España?,What sport do elementary school students tend to practice at school in Spain?
Jo-sp-36,Education,Spanish (Spain),"¿Cuántas semanas duran las vacaciones de verano en las escuelas primarias de España? (Proporciona la respuesta en números (por ejemplo, 7, 8).)","How long (in weeks) are summer vacations at elementary schools in Spain? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-37,Education,Spanish (Spain),"¿Cuántas semanas duran las vacaciones de verano en las universidades de España? (Proporciona la respuesta en números (por ejemplo, 7, 8)).","How long (in weeks) are summer vacations at universities in Spain? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-39,Education,Spanish (Spain),"¿A qué edad comienza la educación primaria en España? (Proporciona la respuesta en números (por ejemplo, 7, 8)).","At what age does elementary education begin in Spain? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-43,Education,Spanish (Spain),"¿Cuántos idiomas se estudian en la educación primaria además del idioma oficial de España? (Proporciona la respuesta en números (por ejemplo, 7, 8))","How many languages are studied in elementary education besides Spain's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jod-ch-01,Food,Chinese (China),¿Qué utensilios de comida se utilizan comúnmente en España?,What eating utensils do people commonly used in Spain?
Jod-ch-04,Food,Chinese (China),¿Qué bebida no-alcohólica le suele gustar a la gente en España?,What soft drink do people in Spain like to have?
Jod-ch-06,Food,Chinese (China),¿Cuál es el alcohol tradicional más popular en España?,What is the most popular traditional alcohol in Spain?
Jod-ch-07,Food,Chinese (China),"¿Cuánto tiempo (en horas) tardan las personas en España en promedio para cenar en un restaurante? (Porporciona la respuesta en números (p. ej., 2, 3.5).)","How long (in hours) on average does it take for people in Spain to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-09,Food,Chinese (China),"¿A qué hora suelen cenar las personas en España? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time do people usually have dinner in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jod-ch-12,Food,Chinese (China),¿Qué tipo de sopa les gusta tomar a las personas de España?,What kind of soup do people from Spain like to have?
Jod-ch-13,Food,Chinese (China),¿Qué comida callejera les gusta comer a las personas de España?,What street food do people from Spain like to eat?
Jod-ch-15,Food,Chinese (China),¿Qué tipo de mariscos les gusta comer a las personas de España?,What kind of seafood do people from Spain like to eat?
Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es el festival más grande de España?,What is the biggest festival in Spain?
Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es el medio de transporte público más utilizado por las personas para viajar entre ciudades en España?,What is the most commonly used public transport by people when travelling between cites in Spain?
Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),¿Cuáles son las decoraciones o símbolos específicos asociados con el festival más grande de España?,What are the specific decorations or symbols associated with the most biggest festival in Spain?
Jod-ch-37,Sport,Chinese (China),¿Qué deportes les gusta ver más a las mujeres en España?,What sports do women like to watch the most in Spain?
Jod-ch-38,Sport,Chinese (China),¿Qué deportes prefieren ver más los hombres en España?,What sports do men like to watch the most in Spain?
Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es la actividad de ocio común en la que participan las mujeres de unos 20 años en España?,What is the common leisure activity that females in their 20s in Spain engage in?
Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es la actividad de ocio común en la que participan los hombres de unos 20 años en España?,What is the common leisure activity that males in their 20s in Spain engage in?
Jod-ch-46,Work life,Chinese (China),"¿Cuánto tiempo (en horas) suele durar la pausa que la gente hace después de comer entre semana en España? (Proporciona la respuesta en números con hasta un decimal (p. ej., 2, 3.5).)","How long (in hours) do people usually take a break after lunch on a weekday in Spain? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-48,Work life,Chinese (China),¿Qué comen las personas para almorzar durante los días laborables en España?,What do people eat for lunch during the working days in Spain?
Jod-ch-50,Work life,Chinese (China),"¿Cuál es el tiempo medio de desplazamiento (en minutos) para ir a trabajar en España? (indicar sólo con un número (por ejemplo, 1).)","What is the average commute time (in minutes) for people in Spain? (Provide Arabic numerals (e.g., 1) only.)"
Jod-ch-51,Work life,Chinese (China),¿Cuál es el medio de transporte más común que la gente utiliza para ir al trabajo en España?,What is the most common transportation that people take to get to work in Spain?
Jod-ch-54,Work life,Chinese (China),"¿Cuántos días dura el permiso por matrimonio en España? (Proporciona la respuesta en números, por ejemplo, 12.)","How long (in days) is the marriage leave in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-56,Work life,Chinese (China),"¿Cuál es la edad de jubilación típica para las mujeres en España? (Porporciona la respuesta en números (por ejemplo, 12).)","What is the typical retirement age for women in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-57,Work life,Chinese (China),"¿Cuál es la edad de jubilación típica para los hombres en España? (Porporciona la respuesta en números (por ejemplo, 12).)","What is the typical retirement age for men in Spain? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-58,Work life,Chinese (China),¿Cuál es la profesión más respetada en España?,Which profession is the most respected in Spain?
Jod-ch-60,Work life,Chinese (China),¿Cuál es la duración (en horas) de una jornada laboral típica en España? (Porporciona la respuesta en números (0~24).),What is the duration (in hours) of a typical workday in Spain? (Provide Arabic numerals (0~24) only.)
Jod-ch-61,Work life,Chinese (China),¿Cuál es la ocupación más preferida entre las mujeres en España?,Which occupation is most preferred among females in Spain?
Jod-ch-62,Work life,Chinese (China),¿Cuál es la ocupación más preferida entre los hombres en España?,Which occupation is most preferred among males in Spain?
Ki-pe-17,Education,Persian (Iran),"¿Hasta qué nivel suelen estudiar los estudiantes en España de media? (por ejemplo, primaria, secundaria)","On average, how far do students typically pursue their education in Spain? (e.g., elementary, high school)"
Ki-pe-24,Education,Persian (Iran),¿Qué idioma se enseña en las escuelas de España además del inglés?,What language is taught in schools in Spain besides English?
Ki-pe-30,Education,Persian (Iran),¿Qué días de la semana están cerradas las escuelas en España?,What days of the week are schools closed in Spain?
Ki-pe-32,Food,Persian (Iran),¿Qué comida suelen preparar los anfitriones para los invitados en España?,What food do the hosts usually prepare for the guests in Spain?
Ki-pe-34,Food,Persian (Iran),¿Cuál es la bebida habitual en el desayuno en España?,What is the usual drink in the breakfast in Spain?
Ki-pe-36,Food,Persian (Iran),"Exceptuando la comida originaria de España, ¿qué cocina (de qué país) es más popular en España?","Except the food original from Spain, which country's food is more popular in Spain?"
Ki-pe-39,Food,Persian (Iran),¿Qué comida se suele preparar para un picnic familiar en España?,What food is usually prepared for a family picnic in Spain?
Ki-pe-40,Food,Persian (Iran),¿Qué comida de España se considera asquerosa por el resto del mundo?,Which food from Spain is considered disgusting by the rest of the world?
Ki-pe-43,Food,Persian (Iran),¿Cómo se llama el pan popular en España?,What is the name of the popular bread in Spain?
Ki-pe-51,Work life,Persian (Iran),"¿A qué hora cierran las oficinas gubernamentales en España? (Indicar en formato HH:MM, por ejemplo, 18:00, 09:00).","What time of day are government offices closed in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Ki-pe-53,Work life,Persian (Iran),"¿Cuál es la hora de inicio habitual de las oficinas gubernamentales en España? (Indicar en formato HH:MM, por ejemplo, 18:00, 09:00).","What is the normal start time of government offices in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué festivo nacional tiene la mayor duración en España?,What national holiday has the longest duration in Spain?
Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Cuáles son las actividades comunes que la gente de España realiza para celebrar el día de la Independencia?,What are the common activities people from Spain do to celebrate Independence day?
Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué se instala frente a la casa cuando muere un miembro de la familia en España?,What is installed in front of the house when a family member dies in Spain?
Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Cuándo se suele celebrar una fiesta o ceremonia de embarazo en España?,When is a pregnancy celebration or ceremony usually held in Spain?
Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué evento se suele celebrar antes de una boda en España?,What event is usually held before a wedding in Spain?
Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué se suele compartir con los niños durante el Año Nuevo Lunar en España?,What is usually shared to the children during (Lunar) New Year in Spain?
Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué actividades se suelen realizar en España los días previos al Ramadán?,What activities are usually done days before Ramadan in Spain?
Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Cuál es la atracción turística más popular para los visitantes extranjeros en España?,What is the most popular tourist attraction for foreign visitors in Spain?
Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),"¿Cuáles son los lugares religiosos (templo, iglesia, etc.) más populares para el turismo en España?","What is the most popular religious sites (temple, church, etc.) for tourism in Spain?"
Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué ropa suelen llevar las mujeres en la ceremonia de graduación en España?,What clothes do women usually wear on graduation commencement ceremony in Spain?
Kik-in-16,Food,Indonesian (Indonesia),¿Qué bebida se consume comúnmente en España cuando hace frío?,What drink is commonly consumed in Spain when the weather is cold?
Kik-in-17,Food,Indonesian (Indonesia),¿Qué fruta se vende y se encuentra más comúnmente durante el Ramadán en España?,What fruit is more commonly sold and found during Ramadan in Spain?
Kik-in-24,Food,Indonesian (Indonesia),¿Qué carbohidrato se suele servir con el pollo en un restaurante de comida rápida en España?,What carbohydrate is usually served with chicken in a fast-food restaurant in Spain?
Kik-in-31,Sport,Indonesian (Indonesia),¿Cuál es el deporte de artes marciales más famoso en España?,What is the most famous martial art sports in Spain?
Kik-in-34,Sport,Indonesian (Indonesia),¿Qué deportes se emiten a menudo en la televisión nacional en España?,What sports are often broadcasted on national television in Spain?
Kik-in-35,Sport,Indonesian (Indonesia),¿Qué deportes fueron populares entre la gente de España durante la pandemia de COVID-19?,What sports were popular among people from Spain during the COVID-19 pandemic?
Kik-in-36,Sport,Indonesian (Indonesia),¿Quién es el entrenador de fútbol más popular en España?,Who is the most popular soccer coach in Spain?
Kik-in-37,Sport,Indonesian (Indonesia),¿Qué equipos de fútbol en España son famosos por su intensa rivalidad? (p. ej. ___ vs ___),What soccer teams in Spain are famous for their intense rivalry? (e.g. ___ vs ___)
Kik-in-38,Sport,Indonesian (Indonesia),¿Cómo se llaman los aficionados al fútbol en España que son famosos por su intensa rivalidad? (p. ej. ___ contra ___),What are the names of soccer supporters in Spain who are famous for their intense rivalry? (e.g. ___ vs ___)
